agent_id,persona,base_stress,resilience,susceptibility,variability,app_usage,screen_time,battery_drain,apps_installed,data_usage,behavior_class,age
0,Heavy User,75.0,0.7372378639240931,0.958262041536514,0.8516120228728168,380.9754269826391,6.848076450347039,2143.627375817838,73,1086.0800202405135,4,25
1,Active User,50.0,0.9766596580929445,1.1599513011292788,1.0398781426863961,250.51469749714,5.229890965206892,1258.9307384650251,51,906.0331117715849,3,43
2,Digital Addict,100.0,0.7241522439639542,0.9496326884226806,1.1569950758749306,531.9964142865949,9.566864764988528,2855.0271223047835,97,2508.5165941158,5,53
3,Heavy User,75.0,0.9418841224714491,1.0618189300629992,1.0879130140086184,402.07833376743935,6.984814653362034,2245.440913314823,69,1125.6141063777295,4,33
4,Minimalist,0.0,0.9640300649401314,0.6258070183122852,0.8366894716236027,71.98337023007207,1.3852202727814806,522.4462205995513,15,126.48238552716738,1,54
5,Digital Addict,100.0,1.1668908535264073,1.3606304013961301,0.8986721508904589,509.6267268146005,10.173909013720525,2652.567050567384,87,2159.105572826481,5,42
6,Heavy User,75.0,1.2461961461111515,0.702522407924186,1.0168316139802878,285.63226307641537,6.699040435083134,1736.236323885898,70,1231.5529111217252,4,51
7,Heavy User,75.0,1.2856770344150248,0.8996761351636369,1.0741710883044058,421.0922022315271,6.6046988291459945,2105.569685756985,75,1150.6883591096487,4,48
8,Minimalist,0.0,1.2123906256883374,0.8222156738229383,1.0178193608165358,72.47468912443513,1.5190525629905332,386.9676575810505,12,169.30076241286852,1,44
9,Active User,50.0,1.2059937314571876,1.4782044307645612,1.0979966103118755,228.4481011811603,5.020768442604763,1924.1845903739593,42,990.1491406307906,3,40
10,Moderate User,25.0,0.8735920816614007,0.7578084097023544,1.0343845496384219,128.0584645238569,3.9067758267769293,798.6463743803073,37,393.0378206117157,2,37
11,Digital Addict,100.0,0.9016779811176242,1.2975108356807525,1.1356695464937299,539.0104701191309,9.89129188100719,2503.824715937947,87,1500.9872730199086,5,27
12,Heavy User,75.0,0.7923781495465758,0.9228003325467935,1.0478674103879446,365.10598285087707,7.737643630838669,2147.1244645780625,69,1295.4721787807205,4,39
13,Digital Addict,100.0,1.2309094357038164,1.1634532572290868,0.844737920952271,493.3550969480999,10.855968727715707,2652.0629226334804,85,1977.3021009244217,5,47
14,Active User,50.0,1.091612040921553,1.492042005528055,1.1997687636896752,233.11393499360915,5.889567658652384,1597.8070791350663,55,963.8720496811677,3,53
15,Moderate User,25.0,0.9548661548892736,0.5514191545569294,1.0689057724893778,104.02499294704236,3.4565025238769302,630.8598774382345,26,569.5214639100493,2,48
16,Active User,50.0,1.149292467800233,1.301389433842723,0.9965029785565465,227.2093997382198,5.016265548978847,1528.272642012039,56,780.749272913173,3,43
17,Minimalist,0.0,0.7405110881124489,0.5528071014001104,0.8002074976662823,47.49439188037102,1.4242420468101589,438.5467994872114,13,311.11776511229334,1,37
18,Digital Addict,100.0,0.7881182408928425,1.360800973620536,1.1292498439800378,533.2277726899041,9.336441682733488,2945.4564427946893,88,2358.026379937093,5,38
19,Heavy User,75.0,1.1513973486601317,1.0041786043908139,1.100106395179293,485.5351624983883,5.570738471752161,1766.5218785981301,66,1234.354079801138,4,47
20,Heavy User,75.0,0.751589410066567,0.6762913650221302,0.8701386045815688,449.56387717822474,7.015569649773262,2268.9867339615535,71,1150.14574008553,4,47
21,Moderate User,25.0,0.9357509060182444,1.3750841990540823,1.1902382583313598,69.55242024806412,2.190303074131121,662.3416299008551,28,428.35017902235376,2,21
22,Digital Addict,100.0,1.0398523904857868,1.050908768490403,1.1314187699355143,597.5201466592891,9.647477507908883,2636.6921738062083,82,1407.1889239663233,5,36
23,Digital Addict,100.0,0.951193652388881,1.2579103187328604,1.130644593863172,517.6934385920239,10.283358934802107,2765.801865325717,91,1581.9858677028615,5,48
24,Heavy User,75.0,1.1059914295057827,0.5660792109193948,0.8004269860090989,323.84803267918704,6.726879362529925,2167.7389024112267,73,1211.6188756876834,4,58
25,Moderate User,25.0,0.9856550540071964,1.435541943842655,0.8237946768733361,181.2235370667387,4.209478227256577,654.7055988144015,25,585.952202740971,2,26
26,Active User,50.0,0.8241910957845038,0.9227340342720622,0.870455319669232,231.9110075902612,4.571327080973569,1402.2441036091288,46,721.5554098776535,3,59
27,Minimalist,0.0,0.8588843063929478,1.1104850673417885,0.8821561190689627,57.219263857124325,1.290141043794876,300.0,10,100.0,1,18
28,Minimalist,0.0,0.7731813785257737,1.3523823179302663,1.101708605975157,82.68490652115538,1.6058071709571706,524.7935123838522,11,234.50414049095963,1,46
29,Heavy User,75.0,1.2691872992275846,1.0768609584975928,1.1224763861778901,367.0404965025301,6.261418976045814,1905.0830628524081,70,1280.0365293961859,4,28
30,Heavy User,75.0,0.7768315663286721,0.8210856264118549,0.8772833289780523,476.8158096569705,7.646279821794598,1936.075915318963,79,1154.605557683349,4,51
31,Digital Addict,100.0,1.0798895092868257,1.4267693914889934,1.1731118478627929,536.0770954017804,8.345211955041146,2872.1423065821136,97,1737.7268158085938,5,41
32,Moderate User,25.0,1.0326394140278583,0.8207155466940761,0.938292322305053,130.9910887271569,4.077481360678684,793.8401937566842,36,460.2435127948489,2,47
33,Moderate User,25.0,1.0376034463449144,1.2555395424734273,0.9029689449381486,110.67943241296052,3.4334059266166075,1005.1223604849203,34,590.6676752812095,2,55
34,Active User,50.0,0.9354908405589663,1.4239004005454299,1.0315910099000971,236.1940747938768,4.601368712926105,1786.1323830161573,52,797.1104544869767,3,53
35,Minimalist,0.0,1.211287202241509,0.9964174824393083,0.986302976142902,61.4693737888976,1.5607433939342656,336.644215253947,14,325.37733170701506,1,47
36,Minimalist,0.0,0.8622050729195965,0.6605883125849187,1.1099631613525311,30.0,1.562762839358697,530.4072689473372,10,161.69988018999345,1,25
37,Active User,50.0,1.056563616580948,1.3781474246555374,0.9497855745795751,148.67706009232074,5.319104291782933,1641.1938941790484,48,538.6646779429442,3,25
38,Moderate User,25.0,0.9549876313996608,0.8699843678471978,0.9670477170616183,101.91968277114974,3.518573304992387,757.8551324590904,33,502.6488087281562,2,59
39,Heavy User,75.0,0.7143822133167732,1.0204574437672278,0.9854702858726004,457.93340448083285,6.470473780888645,2010.751796598745,69,1003.7486126213563,4,41
40,Active User,50.0,0.9770363183107056,1.0222508939823722,0.8857305611419947,231.18170280283837,5.394635834969004,1200.823589932496,44,922.1337794967534,3,42
41,Digital Addict,100.0,1.1853817615040494,1.4744171231088465,0.8322941120010957,561.903845999118,13.190696210003464,2663.189946295088,84,2102.022281929252,5,43
42,Heavy User,75.0,1.0207604507735653,1.4935429967868474,1.1834830103887737,412.82195479292636,6.486761138280644,2261.065951020604,69,1195.260904279732,4,45
43,Moderate User,25.0,1.2024854462726662,0.6175043822526015,0.8239297349269197,180.69280597123662,3.316311649112718,813.6199560232071,27,414.24079870507626,2,35
44,Digital Addict,100.0,0.9670096329123954,0.563117170703871,1.1875009285446394,568.2593041105988,9.683860542150082,2767.7015880434196,83,2369.980154016785,5,52
45,Heavy User,75.0,1.1247063366408687,1.3300191791590281,1.1903590161471584,416.8971505129401,5.982973529199012,2101.6870833220096,71,1313.5241199125383,4,40
